Date/Heure,Pression différentielle (m),Temperature (K)
16/03/22 23:00:00,0.0104506122992614,281.541
16/03/22 23:15:00,0.008781671174076,281.479
16/03/22 23:30:00,0.0092384010425365,281.429
16/03/22 23:45:00,0.0101094078057166,281.379
16/03/23 00:00:00,0.009543567206333,281.334
16/03/23 00:15:00,0.0097067863914695,281.293
16/03/23 00:30:00,0.0085037071084132,281.253
16/03/23 00:45:00,0.0088469262934756,281.21
16/03/23 01:00:00,0.009564622846254,281.167
16/03/23 01:15:00,0.0092574839849841,281.126
16/03/23 01:30:00,0.0103831232832546,281.081
16/03/23 01:45:00,0.0100384402160049,281.035
16/03/23 02:00:00,0.0089461604185278,280.98999999999995
16/03/23 02:15:00,0.0081876515207634,280.943
16/03/23 02:30:00,0.0097424865206422,280.893
16/03/23 02:45:00,0.0093380993502969,280.843
16/03/23 03:00:00,0.008986631069615,280.796
16/03/23 03:15:00,0.0093117547479948,280.749
16/03/23 03:30:00,0.0085482648936172,280.697
16/03/23 03:45:00,0.0081624242941594,280.65
16/03/23 04:00:00,0.0074333260089183,280.614
16/03/23 04:15:00,0.0082835453179573,280.578
16/03/23 04:30:00,0.0079768623334823,280.54
16/03/23 04:45:00,0.0089799456013085,280.50199999999995
16/03/23 05:00:00,0.008159496529785,280.472
16/03/23 05:15:00,0.0083937349238577,280.44199999999995
16/03/23 05:30:00,0.0082191284440287,280.416
16/03/23 05:45:00,0.0094402310449158,280.4
16/03/23 06:00:00,0.0084235244117339,280.392
16/03/23 06:15:00,0.0087414647509679,280.38899999999995
16/03/23 06:30:00,0.008689899053919,280.383
16/03/23 06:45:00,0.0089472331616479,280.378
16/03/23 07:00:00,0.0075221279061789,280.369
16/03/23 07:15:00,0.009449233078651,280.364
16/03/23 07:30:00,0.0090562139526377,280.36499999999995
16/03/23 07:45:00,0.0075646386310014,280.367
16/03/23 08:00:00,0.0083244477828888,280.367
16/03/23 08:15:00,0.0086274645026441,280.36499999999995
16/03/23 08:30:00,0.0075488321334735,280.386
16/03/23 08:45:00,0.0066597106132502,280.416
16/03/23 09:00:00,0.0072404748321127,280.46
16/03/23 09:15:00,0.0083251154136492,280.546
16/03/23 09:30:00,0.0078096557593546,280.65
16/03/23 09:45:00,0.007969847434991,280.724
16/03/23 10:00:00,0.0084529989071957,280.832
16/03/23 10:15:00,0.0091989501960781,280.967
16/03/23 10:30:00,0.0073221874679741,281.089
16/03/23 10:45:00,0.007607200120259,281.159
16/03/23 11:00:00,0.0091665842629066,281.131
16/03/23 11:15:00,0.0082466604368248,281.121
16/03/23 11:30:00,0.0092991118317575,281.142
16/03/23 11:45:00,0.0084099518108132,281.14
16/03/23 12:00:00,0.0078079875743259,281.143
16/03/23 12:15:00,0.0088491094256477,281.145
16/03/23 12:30:00,0.0079278516573119,281.154
16/03/23 12:45:00,0.00969577797213,281.165
16/03/23 13:00:00,0.0085280645754715,281.199
16/03/23 13:15:00,0.0086307689683153,281.232
16/03/23 13:30:00,0.0090070987187516,281.268
16/03/23 13:45:00,0.008603273302184,281.309
16/03/23 14:00:00,0.0097131927295489,281.355
16/03/23 14:15:00,0.008274579610887,281.396
16/03/23 14:30:00,0.0094333246619413,281.426
16/03/23 14:45:00,0.0079449597282298,281.465
16/03/23 15:00:00,0.0089811391236595,281.494
16/03/23 15:15:00,0.0081322730072347,281.527
16/03/23 15:30:00,0.0078374428194273,281.56699999999995
16/03/23 15:45:00,0.008791777465006,281.609
16/03/23 16:00:00,0.0086715008185362,281.631
16/03/23 16:15:00,0.0092327778373807,281.642
16/03/23 16:30:00,0.0085263434519514,281.648
16/03/23 16:45:00,0.0092015822183988,281.65099999999995
16/03/23 17:00:00,0.0097967756792242,281.659
16/03/23 17:15:00,0.0082789471944981,281.643
16/03/23 17:30:00,0.0100093100529759,281.633
16/03/23 17:45:00,0.009400546165286,281.623
16/03/23 18:00:00,0.0084489708434273,281.619
16/03/23 18:15:00,0.0081482046321059,281.612
16/03/23 18:30:00,0.0089197607036781,281.602
16/03/23 18:45:00,0.0093941735153376,281.589
16/03/23 19:00:00,0.0078066982646502,281.575
16/03/23 19:15:00,0.0071897959709137,281.56699999999995
16/03/23 19:30:00,0.0090621731843132,281.559
16/03/23 19:45:00,0.0093620180168646,281.552
16/03/23 20:00:00,0.008862254170525,281.545
16/03/23 20:15:00,0.0090182755787455,281.536
16/03/23 20:30:00,0.0089187671360562,281.528
16/03/23 20:45:00,0.009536101243637,281.519
16/03/23 21:00:00,0.0081964685020176,281.505
16/03/23 21:15:00,0.0072521150200256,281.489
16/03/23 21:30:00,0.0087377880062787,281.468
16/03/23 21:45:00,0.0091063630386115,281.449
16/03/23 22:00:00,0.0085948282096364,281.432
16/03/23 22:15:00,0.0086857134939435,281.415
16/03/23 22:30:00,0.0069204935643541,281.398
16/03/23 22:45:00,0.0084812453373865,281.379
16/03/23 23:00:00,0.0076472450893591,281.363
16/03/23 23:15:00,0.0085856817981975,281.348
16/03/23 23:30:00,0.0089302926765953,281.334
16/03/23 23:45:00,0.0079642303616922,281.318
16/03/24 00:00:00,0.0089854331991517,281.304
16/03/24 00:15:00,0.0084517432856508,281.292
16/03/24 00:30:00,0.0083960987603983,281.279
16/03/24 00:45:00,0.0080496451244604,281.265
16/03/24 01:00:00,0.0082065686610905,281.254
16/03/24 01:15:00,0.0090269647941226,281.23999999999995
16/03/24 01:30:00,0.0079704538213468,281.22799999999995
16/03/24 01:45:00,0.008238632720351,281.215
16/03/24 02:00:00,0.0088229477017703,281.203
16/03/24 02:15:00,0.0090070072795392,281.19199999999995
16/03/24 02:30:00,0.0082738686668155,281.181
16/03/24 02:45:00,0.0083484771390294,281.168
16/03/24 03:00:00,0.0081331834415576,281.15599999999995
16/03/24 03:15:00,0.0078342214870552,281.145
16/03/24 03:30:00,0.0084406963655903,281.132
16/03/24 03:45:00,0.0079504241179116,281.12
16/03/24 04:00:00,0.0081403667807032,281.112
16/03/24 04:15:00,0.0087233285695081,281.10299999999995
16/03/24 04:30:00,0.0088585432732271,281.092
16/03/24 04:45:00,0.008490836681173,281.081
16/03/24 05:00:00,0.0090918843514804,281.068
16/03/24 05:15:00,0.0077649150957258,281.054
16/03/24 05:30:00,0.0077287192697703,281.042
16/03/24 05:45:00,0.0083225306624406,281.029
16/03/24 06:00:00,0.0086951797103868,281.013
16/03/24 06:15:00,0.0086268668866794,280.996
16/03/24 06:30:00,0.0083369454666331,280.981
16/03/24 06:45:00,0.0077634512135386,280.965
16/03/24 07:00:00,0.0077842386676796,280.951
16/03/24 07:15:00,0.0094815823999959,280.938
16/03/24 07:30:00,0.0096421288880346,280.931
16/03/24 07:45:00,0.0078421048258252,280.931
16/03/24 08:00:00,0.0067842550982054,280.934
16/03/24 08:15:00,0.0079199092481935,280.943
16/03/24 08:30:00,0.0082862626476332,280.957
16/03/24 08:45:00,0.0081035707002491,280.977
16/03/24 09:00:00,0.0080416449642605,281.006
16/03/24 09:15:00,0.0077250963183617,281.03799999999995
16/03/24 09:30:00,0.0081285621099368,281.074
16/03/24 09:45:00,0.0085089755011668,281.121
16/03/24 10:00:00,0.0079889282033824,281.171
16/03/24 10:15:00,0.0086642391586816,281.234
